Date;Mes;Ano;Gen;subGen;mmGen;Exp;subExp;mmExp;PP;Cond;Temp min;Temp max;Temp med;exp/gen
08/11/2017;11;2017;19.254;0.829;21.5725;13.399;4.4;15.599;4.464;Partly Cloudy;18;23;20.5;0.695907344
09/11/2017;11;2017;23.891;4.637;23.0535;17.799;-1.729;16.9345;4.728;Fine;15;24;19.5;0.745008581
10/11/2017;11;2017;22.216;-1.675;20.7665;16.07;-5.005;13.5675;4.188;Fine;16;24;20;0.723352539
11/11/2017;11;2017;19.317;-2.899;24.4915;11.065;11.885;17.0075;4.896;Fine;17;24;20.5;0.572811513
12/11/2017;11;2017;29.666;10.349;30.139;22.95;3.101;24.5005;4.656;Fine;16;24;20;0.77361289
13/11/2017;11;2017;30.612;0.946;30.62;26.051;-1.367;25.3675;4.488;Fine;16;25;20.5;0.851006141
14/11/2017;11;2017;30.628;0.016;29.609;24.684;-3.986;22.691;4.284;Fine;15;24;19.5;0.805929215
15/11/2017;11;2017;28.59;-2.038;27.1005;20.698;-1.511;19.9425;4.548;Fine;16;25;20.5;0.723959426
16/11/2017;11;2017;25.611;-2.979;26.1505;19.187;2.233;20.3035;4.86;Fine;17;26;21.5;0.749170278
17/11/2017;11;2017;26.69;1.079;17;21.42;-19.734;11.553;4.92;Fine;18;26;22;0.802547771
18/11/2017;11;2017;7.31;-19.38;12.7865;1.686;9.896;6.634;2.004;Cloudy;18;21;19.5;0.230642955
19/11/2017;11;2017;18.263;10.953;24.1645;11.582;13.481;18.3225;4.92;Partly Cloudy;16;24;20;0.634178393
20/11/2017;11;2017;30.066;11.803;29.555;25.063;-2.733;23.6965;4.656;Fine;17;25;21;0.833599415
21/11/2017;11;2017;29.044;-1.022;24.5645;22.33;-7.66;18.5;4.476;Fine;17;24;20.5;0.768833494
22/11/2017;11;2017;20.085;-8.959;22.797;14.67;5.367;17.3535;4.656;Fine;18;24;21;0.730395818
23/11/2017;11;2017;25.509;5.424;25.575;20.037;-1.509;19.2825;4.824;Fine;17;25;21;0.785487475
24/11/2017;11;2017;25.641;0.132;23.5095;18.528;-2.193;17.4315;4.488;Fine;17;26;21.5;0.722592723
25/11/2017;11;2017;21.378;-4.263;23.576;16.335;2.758;17.714;4.86;Fine;20;27;23.5;0.764103284
26/11/2017;11;2017;25.774;4.396;27.5;19.093;4.463;21.3245;4.716;Fine;21;27;24;0.740785287
27/11/2017;11;2017;29.226;3.452;27.497;23.556;-6.247;20.4325;4.104;Fine;21;27;24;0.805994662
28/11/2017;11;2017;25.768;-3.458;15.9235;17.309;-15.79;9.414;4.716;Fine;22;28;25;0.67172462
29/11/2017;11;2017;6.079;-19.689;8.8;1.519;4.859;3.9485;1.716;Cloudy;21;23;22;0.249876624
30/11/2017;11;2017;11.521;5.442;18.743;6.378;11.524;12.14;3.876;Mostly Cloudy;22;25;23.5;0.553597778
01/12/2017;12;2017;25.965;14.444;22.738;17.902;-5.161;15.3215;4.548;Fine;23;27;25;0.68946659
02/12/2017;12;2017;19.511;-6.454;18.2595;12.741;-2.055;11.7135;4.38;Partly Cloudy;23;28;25.5;0.653016247
03/12/2017;12;2017;17.008;-2.503;12.95;10.686;-5.669;7.8515;4.104;Partly Cloudy;23;28;25.5;0.628292568
04/12/2017;12;2017;8.892;-8.116;15.108;5.017;9.408;9.721;2.46;Mostly Cloudy;20;25;22.5;0.564215025
05/12/2017;12;2017;21.324;12.432;25.1;14.425;13.377;21.1135;4.632;Fine;19;27;23;0.67646783
06/12/2017;12;2017;28.876;7.552;29.559;27.802;-6.523;24.5405;4.08;Fine;17;30;23.5;0.962806483
07/12/2017;12;2017;30.242;1.366;25.3175;21.279;-12.653;14.9525;3.876;Fine;17;30;23.5;0.703624099
08/12/2017;12;2017;20.393;-9.849;24.2815;8.626;4.964;11.108;4.128;Fine;20;29;24.5;0.42298828
09/12/2017;12;2017;28.17;7.777;24.181;13.59;-4.85;11.165;3.912;Fine;20;28;24;0.482428115
10/12/2017;12;2017;20.192;-7.978;21.441;8.74;1.956;9.718;4.5;Fine;19;27;23;0.432844691
11/12/2017;12;2017;22.69;2.498;24.5815;10.696;3.732;12.562;4.812;Fine;20;26;23;0.471397091
12/12/2017;12;2017;26.473;3.783;28.065;14.428;0.448;14.652;4.368;Fine;19;27;23;0.545008121
13/12/2017;12;2017;29.657;3.184;29.2735;14.876;-0.639;14.5565;4.308;Fine;20;27;23.5;0.501601645
14/12/2017;12;2017;28.89;-0.767;29.163;14.237;12.584;20.529;4.332;Fine;19;27;23;0.492800277
15/12/2017;12;2017;29.436;0.546;27.79;26.821;-1.273;26.1845;4.26;Fine;20;28;24;0.911163202
16/12/2017;12;2017;26.144;-3.292;28.015;25.548;3.754;27.425;4.68;Fine;23;29;26;0.977203182
17/12/2017;12;2017;29.886;3.742;30.3275;29.302;0.875;29.7395;4.08;Fine;22;28;25;0.980459078
18/12/2017;12;2017;30.769;0.883;29.646;30.177;-2.213;29.0705;4.38;Fine;23;27;25;0.980759856
19/12/2017;12;2017;28.523;-2.246;29.124;27.964;1.258;28.593;3.912;Fine;19;29;24;0.980401781
20/12/2017;12;2017;29.725;1.202;28.056;29.222;-3.288;27.578;3.936;Fine;21;31;26;0.983078217
21/12/2017;12;2017;26.387;-3.338;25.8965;25.934;-0.935;25.4665;4.043;Fine;22;30;26;0.982832455
22/12/2017;12;2017;25.406;-0.981;24.3425;24.999;-2.143;23.9275;4.524;Fine;23;29;26;0.983980162
23/12/2017;12;2017;23.279;-2.127;26.237;22.856;5.855;25.7835;4.8;Fine;22;29;25.5;0.981829116
24/12/2017;12;2017;29.195;5.916;28.142;28.711;-2.057;27.6825;3.828;Fine;21;31;26;0.983421819
25/12/2017;12;2017;27.089;-2.106;23.9665;26.654;-6.156;23.576;3.84;Fine;24;33;28.5;0.983941821
26/12/2017;12;2017;20.844;-6.245;21.639;20.498;1.533;21.2645;4.152;Fine;20;27;23.5;0.983400499
27/12/2017;12;2017;22.434;1.59;24.3525;22.031;3.741;23.9015;4.632;Fine;21;27;24;0.982036195
28/12/2017;12;2017;26.271;3.837;26.135;25.772;-0.185;25.6795;4.644;Fine;20;28;24;0.981005672
29/12/2017;12;2017;25.999;-0.272;23.6445;25.587;-4.618;23.278;4.644;Fine;23;28;25.5;0.984153237
30/12/2017;12;2017;21.29;-4.709;18.371;20.969;-5.805;18.0665;4.38;Fine;22;31;26.5;0.984922499
31/12/2017;12;2017;15.452;-5.838;16.9885;15.164;3.003;16.6655;3.648;Partly Cloudy;25;31;28;0.981361636
01/01/2018;1;2018;18.525;3.073;15.616;18.167;-5.721;15.3065;4.236;Partly Cloudy;24;31;27.5;0.980674764
02/01/2018;1;2018;12.707;-5.818;17.658;12.446;9.634;17.263;2.748;Mostly Cloudy;23;29;26;0.97946014
03/01/2018;1;2018;22.609;9.902;23.353;22.08;1.566;22.863;4.152;Fine;21;28;24.5;0.976602238
04/01/2018;1;2018;24.097;1.488;22.991;23.646;-2.131;22.5805;4.284;Fine;21;28;24.5;0.981283977
05/01/2018;1;2018;21.885;-2.212;25.2705;21.515;6.612;24.821;4.392;Fine;23;28;25.5;0.983093443
06/01/2018;1;2018;28.656;6.771;28.93;28.127;0.46;28.357;4.464;Fine;23;28;25.5;0.981539643
07/01/2018;1;2018;29.204;0.548;29.036;28.587;-0.196;28.489;4.152;Fine;20;29;24.5;0.978872757
08/01/2018;1;2018;28.868;-0.336;29.4515;28.391;1.112;28.947;4.272;Fine;20;30;25;0.983476514
09/01/2018;1;2018;30.035;1.167;28.813;29.503;-2.434;28.286;4.248;Fine;21;31;26;0.982287331
10/01/2018;1;2018;27.591;-2.444;26.141;27.069;-2.801;25.6685;4.44;Fine;21;30;25.5;0.981080787
11/01/2018;1;2018;24.691;-2.9;25.928;24.268;2.418;25.477;4.668;Fine;25;29;27;0.982868252
12/01/2018;1;2018;27.165;2.474;27.4765;26.686;0.523;26.9475;4.452;Fine;22;30;26;0.982367016
13/01/2018;1;2018;27.788;0.623;27.135;27.209;-1.161;26.6285;3.876;Fine;25;33;29;0.979163668
14/01/2018;1;2018;26.482;-1.306;26.6675;26.048;0.333;26.2145;4.224;Fine;24;37;30.5;0.98361151
15/01/2018;1;2018;26.853;0.371;28.5785;26.381;3.919;28.3405;4.608;Fine;26;34;30;0.982422821
16/01/2018;1;2018;30.304;3.451;30.5895;30.3;-0.307;30.1465;4.5;Fine;23;29;26;0.999868004
17/01/2018;1;2018;30.875;0.571;30.118;29.993;-1.076;29.455;4.116;Fine;19;26;22.5;0.971433198
18/01/2018;1;2018;29.361;-1.514;27.998;28.917;-2.799;27.5175;4.176;Fine;20;27;23.5;0.984877899
20/01/2018;1;2018;26.635;-2.726;23.529;26.118;-6.032;23.102;4.536;Fine;18;29;23.5;0.98058945
21/01/2018;1;2018;20.423;-6.212;24.252;20.086;7.611;23.8915;4.32;Fine;20;28;24;0.983498996
22/01/2018;1;2018;28.081;7.658;27.5285;27.697;-1.211;27.0915;4.836;Fine;22;29;25.5;0.986325273
23/01/2018;1;2018;26.976;-1.105;26.3625;26.486;-1.319;25.8265;4.572;Fine;22;29;25.5;0.981835706
24/01/2018;1;2018;25.749;-1.227;26.28;25.167;1.13;25.732;4.788;Fine;22;30;26;0.97739718
25/01/2018;1;2018;26.811;1.062;27.3065;26.297;1.018;26.806;4.62;Fine;24;30;27;0.980828764
26/01/2018;1;2018;27.802;0.991;26.483;27.315;-2.698;25.966;4.356;Fine;23;30;26.5;0.982483275
27/01/2018;1;2018;25.164;-2.638;21.7565;24.617;-6.617;21.3085;4.68;Fine;25;30;27.5;0.978262597
28/01/2018;1;2018;18.349;-6.815;21.025;18;5.236;20.618;4.356;Partly Cloudy;25;29;27;0.98097989
29/01/2018;1;2018;23.701;5.352;22.9775;23.236;-1.402;22.535;4.8;Fine;24;29;26.5;0.980380575
30/01/2018;1;2018;22.254;-1.447;24.93;21.834;5.24;24.454;4.596;Fine;22;30;26;0.981126988
31/01/2018;1;2018;27.606;5.352;15.874;27.074;-23.072;15.538;4.284;Fine;22;31;26.5;0.980728827
01/02/2018;2;2018;4.142;-23.464;6.0435;4.002;3.766;5.885;1.368;Cloudy;20;24;22;0.966199903
02/02/2018;2;2018;7.945;3.803;7.6885;7.768;-0.536;7.5;2.256;Mostly Cloudy;18;22;20;0.977721838
03/02/2018;2;2018;7.432;-0.513;17.381;7.232;19.623;17.0435;1.776;Cloudy;19;21;20;0.973089343
04/02/2018;2;2018;27.33;19.898;28.7995;26.855;2.827;28.2685;4.764;Fine;18;27;22.5;0.982619832
05/02/2018;2;2018;30.269;2.939;30.3075;29.682;0.093;29.7285;4.26;Fine;18;27;22.5;0.980607222
06/02/2018;2;2018;30.346;0.077;30.4875;29.775;0.195;29.8725;4.332;Fine;19;27;23;0.981183682
07/02/2018;2;2018;30.629;0.283;27.8525;29.97;-5.386;27.277;4.56;Fine;18;27;22.5;0.978484443
08/02/2018;2;2018;25.076;-5.553;27.387;24.584;4.549;26.8585;4.764;Fine;19;27;23;0.980379646
09/02/2018;2;2018;29.698;4.622;29.7235;29.133;0.032;29.149;4.44;Fine;18;28;23;0.98097515
10/02/2018;2;2018;29.749;0.051;28.741;29.165;-1.953;28.1885;3.912;Fine;20;29;24.5;0.980369088
11/02/2018;2;2018;27.733;-2.016;27.943;27.212;0.41;27.417;3.852;Fine;22;32;27;0.981213717
12/02/2018;2;2018;28.153;0.42;25.2435;27.622;-5.735;24.7545;3.888;Fine;20;30;25;0.981138777
13/02/2018;2;2018;22.334;-5.819;25.258;21.887;5.759;24.7665;4.272;Fine;25;31;28;0.979985672
14/02/2018;2;2018;28.182;5.848;25.2435;27.646;-5.684;24.804;3.84;Fine;22;31;26.5;0.980980768
15/02/2018;2;2018;22.305;-5.877;20.814;21.962;-3.114;20.405;4.584;Fine;25;32;28.5;0.984622282
16/02/2018;2;2018;19.323;-2.982;19.4;18.848;0.277;18.9865;4.608;Fine;26;31;28.5;0.975417896
17/02/2018;2;2018;19.477;0.154;21.2645;19.125;3.501;20.8755;4.416;Fine;23;29;26;0.981927402
18/02/2018;2;2018;23.052;3.575;25.698;22.626;5.134;25.193;4.656;Fine;23;30;26.5;0.981520042
19/02/2018;2;2018;28.344;5.292;25.87;27.76;-4.779;25.3705;3.924;Fine;20;30;25;0.979395992
20/02/2018;2;2018;23.396;-4.948;16.169;22.981;-14.237;15.8625;4.74;Fine;23;29;26;0.982261925
21/02/2018;2;2018;8.942;-14.454;7.377;8.744;-3.058;7.215;3.432;Mostly Cloudy;23;26;24.5;0.977857303
22/02/2018;2;2018;5.812;-3.13;8.8685;5.686;6.053;8.7125;2.052;Cloudy;21;26;23.5;0.978320716
27/02/2018;2;2018;11.925;6.113;17.711;11.739;11.284;17.381;2.448;Partly Cloudy;21;27;24;0.984402516
28/02/2018;2;2018;23.497;11.572;25.2075;23.023;3.337;24.6915;4.716;Fine;19;27;23;0.979827212
01/03/2018;3;2018;26.918;3.421;20.0295;26.36;-13.477;19.6215;4.332;Fine;20;31;25.5;0.979270377
02/03/2018;3;2018;13.141;-13.777;15.5445;12.883;4.777;15.2715;3.18;Partly Cloudy;24;28;26;0.980366791
03/03/2018;3;2018;17.948;4.807;21.0495;17.66;6.029;20.6745;4.08;Fine;24;29;26.5;0.983953644
04/03/2018;3;2018;24.151;6.203;18.027;23.689;-12.096;17.641;4.428;Fine;24;32;28;0.980870357
05/03/2018;3;2018;11.903;-12.248;8.367;11.593;-6.864;8.161;2.952;Partly Cloudy;22;27;24.5;0.973956146
06/03/2018;3;2018;4.831;-7.072;7.967;4.729;6.164;7.811;1.044;Cloudy;21;23;22;0.978886359
07/03/2018;3;2018;11.103;6.272;14.686;10.893;7.011;14.3985;2.964;Mostly Cloudy;18;25;21.5;0.981086193
08/03/2018;3;2018;18.269;7.166;19.3295;17.904;2.11;18.959;4.416;Fine;19;25;22;0.9800208
09/03/2018;3;2018;20.39;2.121;18.775;20.014;-3.117;18.4555;4.632;Fine;19;26;22.5;0.981559588
10/03/2018;3;2018;17.16;-3.23;16.2635;16.897;-1.807;15.9935;4.2;Partly Cloudy;20;26;23;0.98467366
11/03/2018;3;2018;15.367;-1.793;19.6735;15.09;8.374;19.277;4.704;Partly Cloudy;18;24;21;0.981974361
12/03/2018;3;2018;23.98;8.613;18.9135;23.464;-9.865;18.5315;4.668;Fine;17;26;21.5;0.978482068
13/03/2018;3;2018;13.847;-10.133;20.771;13.599;13.544;20.371;4.668;Partly Cloudy;19;27;23;0.982089983
14/03/2018;3;2018;27.695;13.848;25.3465;27.143;-4.601;24.8425;4.452;Fine;20;27;23.5;0.980068604
15/03/2018;3;2018;22.998;-4.697;26.164;22.542;6.243;25.6635;4.452;Fine;20;27;23.5;0.980172189
16/03/2018;3;2018;29.33;6.332;29.1245;28.785;-0.363;28.6035;4.008;Fine;24;27;25.5;0.981418343
17/03/2018;3;2018;28.919;-0.411;23.5635;28.422;-10.524;23.16;3.96;Fine;20;28;24;0.982814067
18/03/2018;3;2018;18.208;-10.711;20.8715;17.898;5.184;20.49;3.816;Fine;21;29;25;0.982974517
19/03/2018;3;2018;23.535;5.327;22.795;23.082;-1.486;22.339;4.548;Fine;21;29;25;0.980752071
20/03/2018;3;2018;22.055;-1.48;16.5955;21.596;-10.688;16.252;4.74;Fine;24;27;25.5;0.979188393
21/03/2018;3;2018;11.136;-10.919;16.794;10.908;11.11;16.463;3.444;Mostly Cloudy;21;25;23;0.979525862
22/03/2018;3;2018;22.452;11.316;20.4195;22.018;-3.994;20.021;4.572;Fine;22;27;24.5;0.980669874
23/03/2018;3;2018;18.387;-4.065;19.7295;18.024;2.682;19.365;4.968;Fine;21;26;23.5;0.980257791
24/03/2018;3;2018;21.072;2.685;20.3475;20.706;-1.09;20.161;4.176;Fine;22;26;24;0.982630979
07/04/2018;4;2018;19.623;-1.449;19.5075;19.616;-0.607;19.3125;4.92;Fine;20;26;23;0.999643276
08/04/2018;4;2018;19.392;-0.231;22.8735;19.009;6.841;22.4295;4.344;Fine;18;27;22.5;0.980249587
09/04/2018;4;2018;26.355;6.963;25.3445;25.85;-1.982;24.859;4.416;Fine;18;26;22;0.980838551
10/04/2018;4;2018;24.334;-2.021;22.225;23.868;-4.168;21.784;4.152;Fine;17;27;22;0.98084984
11/04/2018;4;2018;20.116;-4.218;18.6385;19.7;-2.7;18.35;4.536;Fine;21;26;23.5;0.979319944
12/04/2018;4;2018;17.161;-2.955;18.842;17;3.174;18.587;4.536;Fine;22;26;24;0.990618262
13/04/2018;4;2018;20.523;3.362;17.2845;20.174;-6.453;16.9475;4.128;Fine;19;27;23;0.982994689
14/04/2018;4;2018;14.046;-6.477;19.6395;13.721;11.065;19.2535;3.444;Partly Cloudy;19;26;22.5;0.97686174
15/04/2018;4;2018;25.233;11.187;26.097;24.786;1.699;25.6355;3.768;Fine;19;29;24;0.982285103
16/04/2018;4;2018;26.961;1.728;26.939;26.485;-0.122;26.424;3.816;Fine;16;30;23;0.982344869
17/04/2018;4;2018;26.917;-0.044;17.3555;26.363;-18.789;16.9685;3.9;Fine;16;29;22.5;0.979418212
18/04/2018;4;2018;7.794;-19.123;11.564;7.574;7.504;11.326;2.52;Mostly Cloudy;20;24;22;0.971773159
19/04/2018;4;2018;15.334;7.54;14.0145;15.078;-2.687;13.7345;4.284;Partly Cloudy;18;26;22;0.983305074
20/04/2018;4;2018;12.695;-2.639;13.996;12.391;2.535;13.6585;4.091;Partly Cloudy;19;26;22.5;0.976053564
21/04/2018;4;2018;15.297;2.602;16.767;14.926;2.931;16.3915;4.656;Partly Cloudy;18;25;21.5;0.975746878
22/04/2018;4;2018;18.237;2.94;20.327;17.857;4.084;19.899;4.344;Fine;17;25;21;0.97916324
23/04/2018;4;2018;22.417;4.18;23.97;21.941;3.056;23.469;4.32;Fine;17;26;21.5;0.978766115
24/04/2018;4;2018;25.523;3.106;24.1705;24.997;-2.603;23.6955;4.067;Fine;15;27;21;0.979391137
25/04/2018;4;2018;22.818;-2.705;24.097;22.394;2.412;23.6;4.5;Fine;18;26;22;0.981418179
26/04/2018;4;2018;25.376;2.558;24.061;24.806;-2.566;23.523;3.9;Fine;18;26;22;0.977537831
27/04/2018;4;2018;22.746;-2.63;20.808;22.24;-3.695;20.3925;4.344;Fine;17;27;22;0.97775433
28/04/2018;4;2018;18.87;-3.876;20.962;18.545;4.059;20.5745;4.2;Fine;16;25;20.5;0.982776895
29/04/2018;4;2018;23.054;4.184;22.546;22.604;-1.09;22.059;4.56;Fine;15;24;19.5;0.980480611
30/04/2018;4;2018;22.038;-1.016;22.371;21.514;0.719;21.8735;4.428;Fine;15;24;19.5;0.976222888
01/05/2018;5;2018;22.704;0.666;21.0165;22.233;-3.317;20.5745;4.704;Fine;15;24;19.5;0.979254757
02/05/2018;5;2018;19.329;-3.375;20.618;18.916;2.516;20.174;4.091;Fine;17;25;21;0.978633142
03/05/2018;5;2018;21.907;2.578;23.581;21.432;3.305;23.0845;4.344;Fine;16;26;21;0.978317433
04/05/2018;5;2018;25.255;3.348;23.284;24.737;-3.923;22.7755;3.78;Fine;17;26;21.5;0.97948921
05/05/2018;5;2018;21.313;-3.942;21.291;20.814;-0.042;20.793;4.104;Fine;18;25;21.5;0.97658706
06/05/2018;5;2018;21.269;-0.044;14.4905;20.772;-13.21;14.167;4.44;Fine;16;25;20.5;0.976632658
07/05/2018;5;2018;7.712;-13.557;7.2635;7.562;-0.922;7.101;3.552;Mostly Cloudy;18;24;21;0.980549793
08/05/2018;5;2018;6.815;-0.897;15.0575;6.64;16.115;14.6975;2.88;Mostly Cloudy;18;22;20;0.97432135
09/05/2018;5;2018;23.3;16.485;24.3965;22.755;2.163;23.8365;4.067;Fine;17;26;21.5;0.976609442
10/05/2018;5;2018;25.493;2.193;26.048;24.918;1.135;25.4855;3.78;Fine;15;27;21;0.977444789
11/05/2018;5;2018;26.603;1.11;26.567;26.053;-0.115;25.9955;3.912;Fine;14;22;18;0.97932564
12/05/2018;5;2018;26.531;-0.072;26.078;25.938;-0.747;25.5645;3.9;Fine;11;22;16.5;0.977648788
13/05/2018;5;2018;25.625;-0.906;25.4795;25.191;-0.399;24.9915;3.768;Fine;12;23;17.5;0.983063415
14/05/2018;5;2018;25.334;-0.291;25.185;24.792;-0.21;24.687;3.744;Fine;11;23;17;0.978605826
15/05/2018;5;2018;25.036;-0.298;24.2885;24.582;-1.581;23.7915;3.672;Fine;13;23;18;0.981866113
16/05/2018;5;2018;23.541;-1.495;19.4385;23.001;-8.054;18.974;3.864;Fine;12;23;17.5;0.977061297
17/05/2018;5;2018;15.336;-8.205;18.856;14.947;6.935;18.4145;4.14;Fine;14;22;18;0.974634846
18/05/2018;5;2018;22.376;7.04;23.6285;21.882;2.517;23.1405;4.236;Fine;15;22;18.5;0.977922774
19/05/2018;5;2018;24.881;2.505;24.914;24.399;0.207;24.5025;3.684;Fine;12;23;17.5;0.980627788
20/05/2018;5;2018;24.947;0.066;24.971;24.606;-0.147;24.5325;3.696;Fine;12;25;18.5;0.986331022
21/05/2018;5;2018;24.995;0.048;25.159;24.459;0.392;24.655;3.756;Fine;10;23;16.5;0.978555711
22/05/2018;5;2018;25.323;0.328;24.7665;24.851;-1.142;24.28;3.744;Fine;11;24;17.5;0.981360818
23/05/2018;5;2018;24.21;-1.113;21.1695;23.709;-6.009;20.7045;3.636;Fine;12;23;17.5;0.979306072
24/05/2018;5;2018;18.129;-6.081;17.7565;17.7;-0.625;17.3875;3.684;Fine;14;23;18.5;0.976336257
25/05/2018;5;2018;17.384;-0.745;17.093;17.075;-0.61;16.77;3.468;Fine;15;22;18.5;0.982225035
26/05/2018;5;2018;16.802;-0.582;15.8405;16.465;-1.836;15.547;4.188;Fine;15;22;18.5;0.979942864
27/05/2018;5;2018;14.879;-1.923;15.619;14.629;1.369;15.3135;3.576;Fine;15;21;18;0.983197796
28/05/2018;5;2018;16.359;1.48;14.473;15.998;-3.623;14.1865;4.14;Fine;15;22;18.5;0.977932636
29/05/2018;5;2018;12.587;-3.772;18.0395;12.375;10.617;17.6835;2.736;Partly Cloudy;15;22;18.5;0.983157226
30/05/2018;5;2018;23.492;10.905;24.4555;22.992;1.904;23.944;3.66;Fine;13;24;18.5;0.978716159
31/05/2018;5;2018;25.419;1.927;25.1385;24.896;-0.536;24.628;3.816;Fine;10;21;15.5;0.97942484
01/06/2018;6;2018;24.858;-0.561;24.7565;24.36;-0.184;24.268;3.732;Fine;8;21;14.5;0.979966208
02/06/2018;6;2018;24.655;-0.203;22.8295;24.176;-3.648;22.352;3.696;Fine;8;22;15;0.980571892
03/06/2018;6;2018;21.004;-3.651;21.5725;20.528;1.16;21.108;3.528;Fine;12;24;18;0.97733765
04/06/2018;6;2018;22.141;1.137;22.02;21.688;-0.266;21.555;3.576;Fine;12;22;17;0.97954022
05/06/2018;6;2018;21.899;-0.242;21.355;21.422;-0.981;20.9315;3.66;Fine;13;21;17;0.978218183
06/06/2018;6;2018;20.811;-1.088;15.568;20.441;-10.383;15.2495;4.08;Fine;12;21;16.5;0.982220941
07/06/2018;6;2018;10.325;-10.486;13.271;10.058;5.821;12.9685;3.012;Partly Cloudy;13;20;16.5;0.974140436
08/06/2018;6;2018;16.217;5.892;15.794;15.879;-0.834;15.462;4.056;Fine;17;21;19;0.979157674
09/06/2018;6;2018;15.371;-0.846;16.8635;15.045;2.934;16.512;3.84;Fine;15;23;19;0.97879123
10/06/2018;6;2018;18.356;2.985;21.056;17.979;5.271;20.6145;4.019;Fine;15;21;18;0.979461756
11/06/2018;6;2018;23.756;5.4;22.409;23.25;-2.677;21.9115;3.576;Fine;12;22;17;0.978700118
12/06/2018;6;2018;21.062;-2.694;20.044;20.573;-1.939;19.6035;3.708;Fine;9;21;15;0.976782832
13/06/2018;6;2018;19.026;-2.036;15.5035;18.634;-6.904;15.182;3.804;Fine;10;25;17.5;0.979396615
14/06/2018;6;2018;11.981;-7.045;17.668;11.73;11.121;17.2905;3.816;Partly Cloudy;15;23;19;0.979050163
15/06/2018;6;2018;23.355;11.374;23.743;22.851;0.832;23.267;3.576;Fine;13;23;18;0.978420039
16/06/2018;6;2018;24.131;0.776;23.484;23.683;-1.328;23.019;3.684;Fine;10;21;15.5;0.981434669
17/06/2018;6;2018;22.837;-1.294;23.9025;22.355;2.041;23.3755;3.744;Fine;10;19;14.5;0.9788939
18/06/2018;6;2018;24.968;2.131;24.7035;24.396;-0.493;24.1495;3.78;Fine;10;17;13.5;0.977090676
19/06/2018;6;2018;24.439;-0.529;22.2305;23.903;-4.3;21.753;3.744;Fine;8;19;13.5;0.978067842
20/06/2018;6;2018;20.022;-4.417;19.745;19.603;-0.478;19.364;3.768;Fine;8;20;14;0.97907302
21/06/2018;6;2018;19.468;-0.554;21.176;19.125;3.336;20.793;3.684;Fine;10;21;15.5;0.982381344
22/06/2018;6;2018;22.884;3.416;23.1845;22.461;0.571;22.7465;3.612;Fine;11;20;15.5;0.981515469
23/06/2018;6;2018;23.485;0.601;23.294;23.032;-0.308;22.878;3.804;Fine;10;21;15.5;0.980711092
24/06/2018;6;2018;23.103;-0.382;19.6995;22.724;-6.754;19.347;3.756;Fine;8;21;14.5;0.983595204
25/06/2018;6;2018;16.296;-6.807;12.417;15.97;-7.658;12.141;4.224;Fine;11;20;15.5;0.979995091
26/06/2018;6;2018;8.538;-7.758;5.4525;8.312;-6.044;5.29;2.724;Mostly Cloudy;13;19;16;0.973530101
27/06/2018;6;2018;2.367;-6.171;5.34;2.268;5.844;5.19;0.492;Showers;14;16;15;0.958174905
28/06/2018;6;2018;8.313;5.946;14.6;8.112;12.388;14.306;2.832;Mostly Cloudy;13;20;16.5;0.975821003
29/06/2018;6;2018;20.887;12.574;18.0385;20.5;-5.625;17.6875;3.672;Fine;12;20;16;0.981471729
30/06/2018;6;2018;15.19;-5.697;10.9825;14.875;-8.352;10.699;3.804;Fine;12;22;17;0.979262673
01/07/2018;7;2018;6.775;-8.415;12.893;6.523;12.153;12.5995;1.32;Mostly Cloudy;14;21;17.5;0.962804428
02/07/2018;7;2018;19.011;12.236;21.064;18.676;3.948;20.65;3.816;Fine;15;22;18.5;0.982378623
03/07/2018;7;2018;23.117;4.106;20.317;22.624;-5.463;19.8925;3.708;Fine;12;22;17;0.978673703
04/07/2018;7;2018;17.517;-5.6;13.9315;17.161;-7.057;13.6325;3.78;Fine;15;22;18.5;0.979676885
05/07/2018;7;2018;10.346;-7.171;12.134;10.104;3.533;11.8705;4.356;Partly Cloudy;16;22;19;0.976609318
06/07/2018;7;2018;13.922;3.576;12.3655;13.637;-3.093;12.0905;4.284;Partly Cloudy;18;23;20.5;0.979528803
07/07/2018;7;2018;10.809;-3.113;18.1745;10.544;14.561;17.8245;3.996;Partly Cloudy;18;24;21;0.975483393
08/07/2018;7;2018;25.54;14.731;23.59;25.105;-3.898;23.156;3.804;Fine;9;19;14;0.982967894
09/07/2018;7;2018;21.64;-3.9;20.2675;21.207;-2.694;19.86;3.984;Fine;7;19;13;0.979990758
10/07/2018;7;2018;18.895;-2.745;14.517;18.513;-8.566;14.23;3.84;Fine;9;19;14;0.979783011
11/07/2018;7;2018;10.139;-8.756;14.66;9.947;8.839;14.3665;3.252;Partly Cloudy;15;19;17;0.981063221
12/07/2018;7;2018;19.181;9.042;22.239;18.786;6.033;21.8025;4.296;Fine;14;21;17.5;0.979406705
13/07/2018;7;2018;25.297;6.116;25.1235;24.819;-0.346;24.646;3.816;Fine;10;20;15;0.981104479
14/07/2018;7;2018;24.95;-0.347;24.6985;24.473;-0.496;24.225;3.696;Fine;6;19;12.5;0.980881764
15/07/2018;7;2018;24.447;-0.503;23.957;23.977;-0.997;23.4785;3.78;Fine;5;18;11.5;0.980774737
