Date;Mes;Ano;Gen;subGen;mmGen;Exp;subExp;mmExp;PP;Cond;Temp min;Temp max;Temp med;exp/gen
16/07/2018;7;2018;23.467;-0.98;24.218;22.98;1.504;23.732;3.672;Fine;10;22;16;0.979247454
17/07/2018;7;2018;24.969;1.502;24.6895;24.484;-0.49;24.239;3.684;Fine;6;21;13.5;0.980575914
18/07/2018;7;2018;24.41;-0.559;24.447;23.994;-0.046;23.971;3.624;Fine;6;24;15;0.982957804
19/07/2018;7;2018;24.484;0.074;20.6555;23.948;-7.414;20.241;3.696;Fine;3;51;27;0.978108152
20/07/2018;7;2018;16.827;-7.657;21.286;16.534;8.793;20.9305;4.056;Fine;15;25;20;0.982587508
21/07/2018;7;2018;25.745;8.918;22.4315;25.327;-6.614;22.02;3.792;Fine;16;23;19.5;0.983763838
22/07/2018;7;2018;19.118;-6.627;20;18.713;1.695;19.5605;4.2;Fine;14;22;18;0.978815776
23/07/2018;7;2018;20.882;1.764;22.333;20.408;2.886;21.851;4.14;Fine;14;24;19;0.977301025
24/07/2018;7;2018;23.784;2.902;18.0075;23.294;-11.364;17.612;3.576;Fine;21;21;21;0.979397915
25/07/2018;7;2018;12.231;-11.553;17.519;11.93;10.352;17.106;3.18;Partly Cloudy;10;21;15.5;0.975390401
26/07/2018;7;2018;22.807;10.576;23.374;22.282;1.171;22.8675;3.528;Fine;14;25;19.5;0.976980752
27/07/2018;7;2018;23.941;1.134;23.926;23.453;-0.03;23.438;3.612;Fine;17;22;19.5;0.979616557
28/07/2018;7;2018;23.911;-0.03;24.0935;23.423;0.301;23.5735;3.564;Fine;13;25;19;0.979590983
29/07/2018;7;2018;24.276;0.365;25.155;23.724;1.724;24.586;3.648;Fine;11;24;17.5;0.977261493
30/07/2018;7;2018;26.034;1.758;26.0585;25.448;0.055;25.4755;3.84;Fine;14;23;18.5;0.977490973
31/07/2018;7;2018;26.083;0.049;25.637;25.503;-0.861;25.0725;3.852;Fine;7;22;14.5;0.977763294
01/08/2018;8;2018;25.191;-0.892;24.082;24.642;-2.112;23.586;3.756;Fine;7;20;13.5;0.978206502
02/08/2018;8;2018;22.973;-2.218;22.227;22.53;-1.508;21.776;4.067;Fine;10;22;16;0.980716493
03/08/2018;8;2018;21.481;-1.492;22.827;21.022;2.737;22.3905;4.404;Fine;11;22;16.5;0.97863228
04/08/2018;8;2018;24.173;2.692;24.343;23.759;0.286;23.902;3.768;Fine;12;23;17.5;0.982873454
05/08/2018;8;2018;24.513;0.34;24.1145;24.045;-0.867;23.6115;3.66;Fine;10;24;17;0.98090809
06/08/2018;8;2018;23.716;-0.797;20.5345;23.178;-6.177;20.0895;3.84;Fine;16;25;20.5;0.977314893
07/08/2018;8;2018;17.353;-6.363;21.9885;17.001;9.084;21.543;4.428;Partly Cloudy;14;22;18;0.979715323
08/08/2018;8;2018;26.624;9.271;26.623;26.085;0.058;26.114;3.876;Fine;7;20;13.5;0.979755108
09/08/2018;8;2018;26.622;-0.002;26.578;26.143;-0.13;26.078;3.876;Fine;6;21;13.5;0.982007362
10/08/2018;8;2018;26.534;-0.088;23.7285;26.013;-5.49;23.268;3.996;Fine;10;22;16;0.980364815
11/08/2018;8;2018;20.923;-5.611;23.641;20.523;5.389;23.2175;4.272;Fine;10;22;16;0.980882283
12/08/2018;8;2018;26.359;5.436;26.689;25.912;0.558;26.191;3.852;Fine;13;26;19.5;0.983041845
13/08/2018;8;2018;27.019;0.66;26.65;26.47;-0.613;26.1635;3.888;Fine;7;19;13;0.979680965
14/08/2018;8;2018;26.281;-0.738;26.4755;25.857;0.223;25.9685;3.84;Fine;6;21;13.5;0.983866672
15/08/2018;8;2018;26.67;0.389;26.4915;26.08;-0.255;25.9525;3.84;Fine;8;26;17;0.977877765
16/08/2018;8;2018;26.313;-0.357;26.366;25.825;0.11;25.88;3.828;Fine;12;28;20;0.981454034
17/08/2018;8;2018;26.419;0.106;26.48;25.935;0.091;25.9805;3.828;Fine;10;28;19;0.981679852
18/08/2018;8;2018;26.541;0.122;27.3935;26.026;1.674;26.863;3.828;Fine;10;25;17.5;0.980596059
19/08/2018;8;2018;28.246;1.705;27.8665;27.7;-0.877;27.2615;4.091;Fine;11;22;16.5;0.980669829
20/08/2018;8;2018;27.487;-0.759;27.6655;26.823;0.456;27.051;4.08;Fine;9;21;15;0.975843126
21/08/2018;8;2018;27.844;0.357;27.76;27.279;-0.155;27.2015;3.972;Fine;7;23;15;0.979708375
22/08/2018;8;2018;27.676;-0.168;26.428;27.124;-2.417;25.9155;4.019;Fine;11;24;17.5;0.980054921
23/08/2018;8;2018;25.18;-2.496;24.3055;24.707;-1.8;23.807;4.644;Fine;9;21;15;0.98121525
24/08/2018;8;2018;23.431;-1.749;20.072;22.907;-6.552;19.631;4.152;Fine;12;22;17;0.977636465
25/08/2018;8;2018;16.713;-6.718;12.686;16.355;-7.971;12.3695;4.836;Partly Cloudy;12;20;16;0.978579549
26/08/2018;8;2018;8.659;-8.054;17.1445;8.384;16.649;16.7085;3.216;Mostly Cloudy;15;18;16.5;0.968241136
27/08/2018;8;2018;25.63;16.971;24.829;25.033;-1.533;24.2665;4.308;Fine;11;22;16.5;0.976706984
28/08/2018;8;2018;24.028;-1.602;26.2725;23.5;4.448;25.724;4.368;Fine;10;20;15;0.978025637
29/08/2018;8;2018;28.517;4.489;28.252;27.948;-0.577;27.6595;4.056;Fine;9;26;17.5;0.98004699
30/08/2018;8;2018;27.987;-0.53;27.835;27.371;-0.107;27.3175;4.14;Fine;9;21;15;0.977989781
31/08/2018;8;2018;27.683;-0.304;27.0245;27.264;-1.458;26.535;4.152;Fine;10;25;17.5;0.984864357
01/09/2018;9;2018;26.366;-1.317;27.1855;25.806;1.575;26.5935;3.84;Fine;15;27;21;0.978760525
02/09/2018;9;2018;28.005;1.639;19.733;27.381;-16.184;19.289;3.972;Fine;12;23;17.5;0.977718265
03/09/2018;9;2018;11.461;-16.544;13.4215;11.197;3.84;13.117;3.84;Mostly Cloudy;12;20;16;0.976965361
04/09/2018;9;2018;15.382;3.921;17.1575;15.037;3.478;16.776;4.296;Partly Cloudy;14;20;17;0.977571187
05/09/2018;9;2018;18.933;3.551;16.327;18.515;-5.168;15.931;4.764;Partly Cloudy;13;19;16;0.977922147
06/09/2018;9;2018;13.721;-5.212;17.4775;13.347;7.421;17.0575;4.656;Partly Cloudy;14;21;17.5;0.972742511
07/09/2018;9;2018;21.234;7.513;16.6665;20.768;-8.962;16.287;4.512;Fine;13;25;19;0.978054064
08/09/2018;9;2018;12.099;-9.135;20.4415;11.806;16.395;20.0035;4.404;Mostly Cloudy;17;23;20;0.975783123
09/09/2018;9;2018;28.784;16.685;28.762;28.201;-0.166;28.118;4.067;Fine;13;26;19.5;0.979745692
10/09/2018;9;2018;28.74;-0.044;25.9595;28.035;-5.358;25.356;4.008;Fine;12;22;17;0.975469729
11/09/2018;9;2018;23.179;-5.561;24.844;22.677;3.241;24.2975;4.164;Fine;12;22;17;0.978342465
12/09/2018;9;2018;26.509;3.33;27.1745;25.918;1.334;26.585;4.452;Fine;13;24;18.5;0.977705685
13/09/2018;9;2018;27.84;1.331;26.499;27.252;-2.654;25.925;3.972;Fine;13;24;18.5;0.97887931
14/09/2018;9;2018;25.158;-2.682;26.753;24.598;3.137;26.1665;4.38;Fine;14;25;19.5;0.977740679
15/09/2018;9;2018;28.348;3.19;27.42;27.735;-1.774;26.848;3.96;Fine;14;26;20;0.9783759
16/09/2018;9;2018;26.492;-1.856;25.9735;25.961;-1.17;25.376;4.536;Fine;15;28;21.5;0.979956213
17/09/2018;9;2018;25.455;-1.037;23.721;24.791;-3.271;23.1555;4.824;Fine;13;21;17;0.973914752
18/09/2018;9;2018;21.987;-3.468;25.4005;21.52;6.672;24.856;4.872;Fine;12;24;18;0.978760176
19/09/2018;9;2018;28.814;6.827;27.5805;28.192;-2.471;26.9565;4.008;Fine;12;24;18;0.978413271
20/09/2018;9;2018;26.347;-2.467;26.641;25.721;0.633;26.0375;4.236;Fine;16;28;22;0.976240179
21/09/2018;9;2018;26.935;0.588;25.231;26.354;-3.207;24.7505;4.332;Fine;13;22;17.5;0.978429553
22/09/2018;9;2018;23.527;-3.408;26.338;23.147;5.416;25.855;4.728;Fine;12;23;17.5;0.983848344
23/09/2018;9;2018;29.149;5.622;25.0155;28.563;-8.238;24.444;4.067;Fine;13;25;19;0.979896394
24/09/2018;9;2018;20.882;-8.267;17.211;20.325;-7.088;16.781;4.644;Fine;14;24;19;0.97332631
25/09/2018;9;2018;13.54;-7.342;16.2175;13.237;5.179;15.8265;4.788;Partly Cloudy;15;21;18;0.977621861
26/09/2018;9;2018;18.895;5.355;17.819;18.416;-2;17.416;4.608;Partly Cloudy;14;22;18;0.974649378
27/09/2018;9;2018;16.743;-2.152;17.3385;16.416;1.141;16.9865;4.464;Partly Cloudy;14;22;18;0.98046945
28/09/2018;9;2018;17.934;1.191;21.0175;17.557;5.957;20.5355;4.644;Partly Cloudy;17;26;21.5;0.978978477
29/09/2018;9;2018;24.101;6.167;14.529;23.514;-18.836;14.096;4.224;Fine;17;27;22;0.975644164
01/10/2018;10;2018;29.301;24.344;28.5515;28.74;-1.588;27.946;4.656;Fine;12;22;17;0.980853896
02/10/2018;10;2018;27.802;-1.499;27.7945;27.152;0.066;27.185;4.488;Fine;13;22;17.5;0.976620387
03/10/2018;10;2018;27.787;-0.015;28.7545;27.218;1.864;28.15;4.86;Fine;13;24;18.5;0.979522798
04/10/2018;10;2018;29.722;1.935;22.4295;29.082;-14.239;21.9625;4.043;Fine;13;25;19;0.978467129
05/10/2018;10;2018;15.137;-14.585;13.416;14.843;-3.434;13.126;4.067;Partly Cloudy;17;24;20.5;0.980577393
06/10/2018;10;2018;11.695;-3.442;16.9915;11.409;10.35;16.584;3.3;Mostly Cloudy;16;22;19;0.975545105
07/10/2018;10;2018;22.288;10.593;23.4465;21.759;2.255;22.8865;4.644;Fine;16;24;20;0.976265255
08/10/2018;10;2018;24.605;2.317;20.5665;24.014;-7.93;20.049;4.704;Fine;16;26;21;0.975980492
09/10/2018;10;2018;16.528;-8.077;22.0675;16.084;10.835;21.5015;4.536;Partly Cloudy;16;25;20.5;0.973136496
10/10/2018;10;2018;27.607;11.079;18.263;26.919;-18.343;17.7475;4.019;Fine;15;26;20.5;0.975078784
11/10/2018;10;2018;8.919;-18.688;7.215;8.576;-3.378;6.887;4.572;Mostly Cloudy;18;23;20.5;0.961542774
12/10/2018;10;2018;5.511;-3.408;6.588;5.198;2.212;6.304;1.284;Cloudy;17;20;18.5;0.9432045
13/10/2018;10;2018;7.665;2.154;8.5465;7.41;1.72;8.27;3.312;Cloudy;16;19;17.5;0.966731898
14/10/2018;10;2018;9.428;1.763;10.6175;9.13;2.407;10.3335;2.568;Mostly Cloudy;17;21;19;0.968392024
15/10/2018;10;2018;11.807;2.379;17.4835;11.537;11.034;17.054;3.948;Mostly Cloudy;18;22;20;0.97713221
16/10/2018;10;2018;23.16;11.353;22.022;22.571;-2.173;21.4845;4.608;Fine;19;26;22.5;0.974568221
17/10/2018;10;2018;20.884;-2.276;17.9;20.398;-5.795;17.5005;5.004;Fine;19;25;22;0.976728596
18/10/2018;10;2018;14.916;-5.968;19.616;14.603;9.167;19.1865;4.86;Partly Cloudy;19;26;22.5;0.979015822
19/10/2018;10;2018;24.316;9.4;26.466;23.77;4.271;25.9055;4.524;Fine;20;24;22;0.977545649
20/10/2018;10;2018;28.616;4.3;22.4445;28.041;-12.098;21.992;4.692;Fine;17;25;21;0.979906346
21/10/2018;10;2018;16.273;-12.343;20.02;15.943;7.293;19.5895;4.572;Fine;22;30;26;0.97972101
28/10/2018;10;2018;23.767;7.494;13.607;23.236;-19.946;13.263;4.164;Fine;18;28;23;0.977658097
30/10/2018;10;2018;27.656;24.209;28.3545;27.015;1.308;27.669;4.992;Fine;16;24;20;0.976822389
31/10/2018;10;2018;29.053;1.397;28.4565;28.323;-1.128;27.759;4.476;Fine;16;25;20.5;0.974873507
01/11/2018;11;2018;27.86;-1.193;29.0485;27.195;2.291;28.3405;4.392;Fine;16;26;21;0.976130653
02/11/2018;11;2018;30.237;2.377;29.776;29.486;-0.882;29.045;4.368;Fine;21;26;23.5;0.97516288
03/11/2018;11;2018;29.315;-0.922;28.5145;28.604;-1.476;27.866;4.019;Fine;18;29;23.5;0.975746205
04/11/2018;11;2018;27.714;-1.601;27.749;27.128;-0.064;27.096;3.78;Fine;21;29;25;0.978855452
05/11/2018;11;2018;27.784;0.07;26.8585;27.064;-1.792;26.168;3.852;Fine;20;30;25;0.974085805
06/11/2018;11;2018;25.933;-1.851;27.2885;25.272;2.68;26.612;3.852;Fine;22;30;26;0.974511241
07/11/2018;11;2018;28.644;2.711;20.079;27.952;-16.717;19.5935;3.948;Fine;21;29;25;0.975841363
08/11/2018;11;2018;11.514;-17.13;19.4315;11.235;15.456;18.963;3.504;Mostly Cloudy;22;24;23;0.975768629
09/11/2018;11;2018;27.349;15.835;28.8965;26.691;3.158;28.27;4.8;Fine;17;26;21.5;0.975940619
10/11/2018;11;2018;30.444;3.095;28.779;29.849;-3.327;28.1855;4.392;Fine;14;25;19.5;0.980455919
11/11/2018;11;2018;27.114;-3.33;28.471;26.522;2.651;27.8475;4.512;Fine;17;26;21.5;0.978166261
12/11/2018;11;2018;29.828;2.714;25.199;29.173;-9.064;24.641;4.704;Fine;17;26;21.5;0.978040767
13/11/2018;11;2018;20.57;-9.258;22.648;20.109;4.036;22.127;4.512;Fine;17;26;21.5;0.977588721
14/11/2018;11;2018;24.726;4.156;25.1785;24.145;0.872;24.581;4.812;Fine;17;27;22;0.976502467
15/11/2018;11;2018;25.631;0.905;26.7705;25.017;2.199;26.1165;4.356;Fine;19;27;23;0.976044633
16/11/2018;11;2018;27.91;2.279;24.4335;27.216;-6.697;23.8675;4.416;Fine;20;27;23.5;0.97513436
17/11/2018;11;2018;20.957;-6.953;19.1375;20.519;-3.519;18.7595;4.488;Fine;21;28;24.5;0.979100062
18/11/2018;11;2018;17.318;-3.639;20.5105;17;6.175;20.0875;4.584;Partly Cloudy;18;26;22;0.981637602
19/11/2018;11;2018;23.703;6.385;26.687;23.175;5.796;26.073;4.86;Fine;19;26;22.5;0.977724339
20/11/2018;11;2018;29.671;5.968;27.9835;28.971;-3.364;27.289;4.332;Fine;18;26;22;0.97640794
21/11/2018;11;2018;26.296;-3.375;23.948;25.607;-4.495;23.3595;3.912;Fine;20;29;24.5;0.973798296
22/11/2018;11;2018;21.6;-4.696;26.2755;21.112;9.107;25.6655;4.308;Fine;22;32;27;0.977407407
23/11/2018;11;2018;30.951;9.351;31.076;30.219;0.319;30.3785;4.104;Fine;19;31;25;0.976349714
24/11/2018;11;2018;31.201;0.25;28.1365;30.538;-5.932;27.572;4.128;Fine;17;30;23.5;0.978750681
25/11/2018;11;2018;25.072;-6.129;27.3715;24.606;4.389;26.8005;4.152;Fine;18;30;24;0.981413529
26/11/2018;11;2018;29.671;4.599;22.6695;28.995;-13.652;22.169;3.996;Fine;18;35;26.5;0.977216811
27/11/2018;11;2018;15.668;-14.003;21.016;15.343;10.43;20.558;3.792;Partly Cloudy;19;27;23;0.979257085
28/11/2018;11;2018;26.364;10.696;27.58;25.773;2.359;26.9525;4.284;Fine;22;38;30;0.977583068
29/11/2018;11;2018;28.796;2.432;27.0745;28.132;-3.356;26.454;3.948;Fine;21;34;27.5;0.976941242
30/11/2018;11;2018;25.353;-3.443;25.7785;24.776;0.811;25.1815;4.668;Fine;20;29;24.5;0.977241352
01/12/2018;12;2018;26.204;0.851;25.8325;25.587;-0.723;25.2255;4.332;Fine;21;30;25.5;0.976453976
02/12/2018;12;2018;25.461;-0.743;24.0975;24.864;-2.663;23.5325;3.828;Fine;22;33;27.5;0.976552374
03/12/2018;12;2018;22.734;-2.727;17.972;22.201;-9.276;17.563;4.116;Fine;24;28;26;0.97655494
04/12/2018;12;2018;13.21;-9.524;16.6155;12.925;6.64;16.245;3.792;Partly Cloudy;21;27;24;0.978425435
05/12/2018;12;2018;20.021;6.811;20.8105;19.565;1.504;20.317;4.284;Fine;21;27;24;0.977223915
06/12/2018;12;2018;21.6;1.579;18.905;21.069;-5.172;18.483;4.464;Fine;20;28;24;0.975416667
07/12/2018;12;2018;16.21;-5.39;14.0175;15.897;-4.364;13.715;3.636;Partly Cloudy;20;26;23;0.980690932
08/12/2018;12;2018;11.825;-4.385;16.0395;11.533;8.263;15.6645;3.636;Mostly Cloudy;21;25;23;0.975306554
09/12/2018;12;2018;20.254;8.429;24.969;19.796;9.136;24.364;4.368;Fine;20;27;23.5;0.977387183
10/12/2018;12;2018;29.684;9.43;29.352;28.932;-0.613;28.6255;4.236;Fine;22;28;25;0.974666487
11/12/2018;12;2018;29.02;-0.664;29.133;28.319;0.316;28.477;4.067;Fine;19;28;23.5;0.975844245
12/12/2018;12;2018;29.246;0.226;25.8735;28.635;-6.624;25.323;3.984;Fine;20;27;23.5;0.979108254
13/12/2018;12;2018;22.501;-6.745;20.318;22.011;-4.37;19.826;4.104;Fine;20;29;24.5;0.97822319
14/12/2018;12;2018;18.135;-4.366;18.596;17.641;1;18.141;4.26;Partly Cloudy;22;29;25.5;0.972759857
15/12/2018;12;2018;19.057;0.922;11.865;18.641;-14.302;11.49;4.224;Partly Cloudy;21;29;25;0.978170751
16/12/2018;12;2018;4.673;-14.384;11.27;4.339;13.064;10.871;1.512;Cloudy;22;25;23.5;0.928525572
17/12/2018;12;2018;17.867;13.194;17.5755;17.403;-0.465;17.1705;4.512;Partly Cloudy;21;27;24;0.974030335
18/12/2018;12;2018;17.284;-0.583;21.76;16.938;8.671;21.2735;3.912;Partly Cloudy;22;28;25;0.979981486
19/12/2018;12;2018;26.236;8.952;27.5345;25.609;2.598;26.908;4.5;Fine;23;29;26;0.97610154
20/12/2018;12;2018;28.833;2.597;28.1995;28.207;-0.975;27.7195;3.876;Fine;23;31;27;0.978288766
21/12/2018;12;2018;27.566;-1.267;23.6265;27.232;-8.046;23.209;3.768;Fine;23;32;27.5;0.987883625
22/12/2018;12;2018;19.687;-7.879;23.8655;19.186;8.197;23.2845;4.152;Partly Cloudy;23;33;28;0.974551735
23/12/2018;12;2018;28.044;8.357;25.019;27.383;-5.849;24.4585;4.272;Fine;21;28;24.5;0.976429896
24/12/2018;12;2018;21.994;-6.05;23.566;21.534;3.081;23.0745;4.56;Fine;20;27;23.5;0.979085205
25/12/2018;12;2018;25.138;3.144;27.1305;24.615;3.829;26.5295;3.936;Fine;18;27;22.5;0.979194844
26/12/2018;12;2018;29.123;3.985;28.5875;28.444;-1.015;27.9365;4.056;Fine;18;28;23;0.976685094
27/12/2018;12;2018;28.052;-1.071;28.723;27.429;1.377;28.1175;4.44;Fine;20;27;23.5;0.977791245
28/12/2018;12;2018;29.394;1.342;29.948;28.806;1.026;29.319;4.524;Fine;22;28;25;0.979995918
29/12/2018;12;2018;30.502;1.108;28.6205;29.832;-3.735;27.9645;4.356;Fine;23;29;26;0.978034227
30/12/2018;12;2018;26.739;-3.763;27.708;26.097;1.873;27.0335;4.584;Fine;23;30;26.5;0.975990127
31/12/2018;12;2018;28.677;1.938;29.042;27.97;0.742;28.341;4.68;Fine;23;30;26.5;0.975346096
01/01/2019;1;2019;29.407;0.73;29.0715;28.712;-0.63;28.397;3.96;Fine;23;29;26;0.976366171
02/01/2019;1;2019;28.736;-0.671;20.002;28.082;-17.095;19.5345;4.067;Fine;22;29;25.5;0.977241091
03/01/2019;1;2019;11.268;-17.468;20.5165;10.987;17.857;19.9155;3.204;Mostly Cloudy;22;28;25;0.975062123
04/01/2019;1;2019;29.765;18.497;27.347;28.844;-4.538;26.575;4.188;Fine;24;30;27;0.969057618
05/01/2019;1;2019;24.929;-4.836;24.589;24.306;-0.59;24.011;4.632;Fine;22;30;26;0.975009026
06/01/2019;1;2019;24.249;-0.68;20.61;23.716;-7.156;20.138;4.067;Fine;24;30;27;0.978019712
07/01/2019;1;2019;16.971;-7.278;16.2615;16.56;-3.315;14.9025;4.596;Partly Cloudy;22;29;25.5;0.975782217
08/01/2019;1;2019;15.552;-1.419;12.3025;13.245;-9.434;8.528;3.636;Partly Cloudy;23;30;26.5;0.851658951
09/01/2019;1;2019;9.053;-6.499;15.3725;3.811;2.646;5.134;1.74;Mostly Cloudy;23;29;26;0.420965426
10/01/2019;1;2019;21.692;12.639;25.655;6.457;19.797;16.3555;4.548;Fine;23;30;26.5;0.297667343
11/01/2019;1;2019;29.618;7.926;28.3845;26.254;-7.476;22.516;4.272;Fine;24;30;27;0.88642042
12/01/2019;1;2019;27.151;-2.467;24.5965;18.778;-6.869;15.3435;4.236;Fine;23;29;26;0.691613569
13/01/2019;1;2019;22.042;-5.109;24.4645;11.909;-3.852;9.983;4.548;Fine;22;29;25.5;0.540286725
14/01/2019;1;2019;26.887;4.845;27.614;8.057;10.998;13.556;4.524;Fine;23;30;26.5;0.299661546
15/01/2019;1;2019;28.341;1.454;28.9185;19.055;2.875;20.4925;4.404;Fine;22;30;26;0.672347482
16/01/2019;1;2019;29.496;1.155;28.2725;21.93;-4.831;19.5145;4.091;Fine;24;30;27;0.743490643
17/01/2019;1;2019;27.049;-2.447;26.052;17.099;0.761;17.4795;4.2;Fine;23;30;26.5;0.632149063
18/01/2019;1;2019;25.055;-1.994;25.5285;17.86;0.52;18.12;4.872;Fine;21;31;26;0.71283177
19/01/2019;1;2019;26.002;0.947;26.978;18.38;2.482;19.621;4.176;Fine;21;31;26;0.706868702
20/01/2019;1;2019;27.954;1.952;26.536;20.862;-4.083;18.8205;4.392;Fine;21;30;25.5;0.746297489
21/01/2019;1;2019;25.118;-2.836;27.2155;16.779;-6.356;13.601;4.272;Fine;22;30;26;0.668007007
22/01/2019;1;2019;29.313;4.195;28.33;10.423;1.725;11.2855;4.428;Fine;24;30;27;0.355576024
23/01/2019;1;2019;27.347;-1.966;28.0845;12.148;-3.23;10.533;4.356;Fine;22;31;26.5;0.444216916
24/01/2019;1;2019;28.822;1.475;27.3665;8.918;-2.824;7.506;4.091;Fine;24;31;27.5;0.309416418
25/01/2019;1;2019;25.911;-2.911;24.142;6.094;9.584;10.886;4.644;Fine;23;30;26.5;0.235189688
26/01/2019;1;2019;22.373;-3.538;26.4505;15.678;5.242;18.299;4.416;Fine;24;30;27;0.700755375
27/01/2019;1;2019;30.528;8.155;29.6735;20.92;-0.18;20.83;4.067;Fine;22;30;26;0.685272537
28/01/2019;1;2019;28.819;-1.709;27.165;20.74;-1.158;20.161;4.032;Fine;22;32;27;0.71966411
29/01/2019;1;2019;25.511;-3.308;26.355;19.582;0.696;19.93;4.608;Fine;23;30;26.5;0.767590451
30/01/2019;1;2019;27.199;1.688;27.294;20.278;-4.402;18.077;4.632;Fine;25;30;27.5;0.745542116
31/01/2019;1;2019;27.389;0.19;25.635;15.876;-3.515;14.1185;4.212;Fine;24;31;27.5;0.579648764
01/02/2019;2;2019;23.881;-3.508;22.0405;12.361;0.447;12.5845;4.536;Fine;23;30;26.5;0.51760814
02/02/2019;2;2019;20.2;-3.681;20.747;12.808;1.272;13.444;4.548;Fine;21;30;25.5;0.634059406
03/02/2019;2;2019;21.294;1.094;22.2855;14.08;3.342;15.751;4.92;Fine;23;30;26.5;0.661219123
04/02/2019;2;2019;23.277;1.983;21.3425;17.422;-4.306;15.269;4.344;Fine;23;29;26;0.748464149
05/02/2019;2;2019;19.408;-3.869;19.286;13.116;-0.11;13.061;4.596;Fine;21;29;25;0.675803792
06/02/2019;2;2019;19.164;-0.244;19.0965;13.006;0.814;13.413;4.872;Fine;22;29;25.5;0.678668336
07/02/2019;2;2019;19.029;-0.135;20.0395;13.82;0.985;14.3125;4.632;Fine;24;29;26.5;0.726259919
08/02/2019;2;2019;21.05;2.021;24.849;14.805;7.188;18.399;3.864;Fine;23;28;25.5;0.703325416
09/02/2019;2;2019;28.648;7.598;26.432;21.993;-5.634;19.176;4.476;Fine;22;30;26;0.767697571
10/02/2019;2;2019;24.216;-4.432;23.909;16.359;1.987;17.3525;4.572;Fine;23;30;26.5;0.675545094
11/02/2019;2;2019;23.602;-0.614;25.793;18.346;-8.696;13.998;4.752;Fine;24;29;26.5;0.777307008
12/02/2019;2;2019;27.984;4.382;27.9835;9.65;0.05;9.675;4.248;Fine;24;32;28;0.344839909
13/02/2019;2;2019;27.983;-0.001;21.8365;9.7;-1.7;8.85;3.828;Fine;23;32;27.5;0.139048708
14/02/2019;2;2019;15.69;-12.293;21.1775;8;9.239;12.6195;4.14;Partly Cloudy;25;31;28;0.509878904
15/02/2019;2;2019;26.665;10.975;27.777;17.239;3.747;19.1125;4.488;Fine;24;29;26.5;0.646502906
16/02/2019;2;2019;28.889;2.224;27.8895;20.986;-15.307;13.3325;4.272;Fine;20;30;25;0.726435668
17/02/2019;2;2019;26.89;-1.999;25.849;5.679;12.107;11.7325;4.416;Fine;20;29;24.5;0.211193752
18/02/2019;2;2019;24.808;-2.082;26.6175;17.786;-4.338;15.617;4.62;Fine;20;30;25;0.716946146
19/02/2019;2;2019;28.427;3.619;28.366;13.448;-1.265;12.8155;3.888;Fine;20;31;25.5;0.473071376
20/02/2019;2;2019;28.305;-0.122;25.433;12.183;0.23;12.298;4.14;Fine;23;30;26.5;0.430418654
21/02/2019;2;2019;22.561;-5.744;21.366;12.413;1.294;13.06;4.824;Fine;24;30;27;0.550197243
22/02/2019;2;2019;20.171;-2.39;21.076;13.707;2.006;14.71;4.32;Fine;23;30;26.5;0.679539934
23/02/2019;2;2019;21.981;1.81;21.02;15.713;-1.619;14.9035;4.392;Fine;21;30;25.5;0.714844639
24/02/2019;2;2019;20.059;-1.922;23.3515;14.094;7.778;17.983;4.716;Fine;21;28;24.5;0.70262725
25/02/2019;2;2019;26.644;6.585;21.8545;21.872;-10.3;16.722;4.788;Fine;20;28;24;0.820897763
26/02/2019;2;2019;17.065;-9.579;18.311;11.572;3.457;13.3005;4.596;Partly Cloudy;19;27;23;0.678113097
27/02/2019;2;2019;19.557;2.492;16.2475;15.029;-6.871;11.5935;4.596;Fine;18;27;22.5;0.768471647
28/02/2019;2;2019;12.938;-6.619;14.92;8.158;3.827;10.0715;4.019;Partly Cloudy;19;28;23.5;0.630545679
01/03/2019;3;2019;16.902;3.964;16.836;11.985;3.08;13.525;4.644;Partly Cloudy;21;27;24;0.709087682
02/03/2019;3;2019;16.77;-0.132;17.8335;15.065;-3.856;13.137;4.368;Partly Cloudy;20;28;24;0.898330352
03/03/2019;3;2019;18.897;2.127;17.03;11.209;-0.904;10.757;4.452;Fine;20;27;23.5;0.593162936
04/03/2019;3;2019;15.163;-3.734;18.0675;10.305;5.152;12.881;3.852;Partly Cloudy;22;28;25;0.679614852
05/03/2019;3;2019;20.972;5.809;22.2025;15.457;-4.654;13.13;4.536;Fine;22;27;24.5;0.737030326
06/03/2019;3;2019;23.433;2.461;22.8245;10.803;1.858;11.732;4.38;Fine;22;30;26;0.461016515
07/03/2019;3;2019;22.216;-1.217;22.6655;12.661;4.291;14.8065;4.308;Fine;22;29;25.5;0.569904573
08/03/2019;3;2019;23.115;0.899;25.0615;16.952;4.01;18.957;4.692;Fine;22;30;26;0.733376595
09/03/2019;3;2019;27.008;3.893;27.35;20.962;0.422;21.173;4.344;Fine;24;29;26.5;0.776140403
10/03/2019;3;2019;27.692;0.684;24.457;21.384;-7.383;17.6925;3.96;Fine;22;30;26;0.77220858
11/03/2019;3;2019;21.222;-6.47;21.6305;14.001;-5.209;11.3965;4.284;Fine;23;32;27.5;0.659739893
12/03/2019;3;2019;22.039;0.817;25.056;8.792;4.128;10.856;4.236;Fine;23;33;28;0.398929171
13/03/2019;3;2019;28.073;6.034;23.335;12.92;-2.33;11.755;3.972;Fine;23;30;26.5;0.460228689
